country,state,city,location_x,location_y
United States,California,Phelan,-117.52483,34.439822
United States,California,Paradise,-121.59544,39.77368
United States,California,Chico,-121.83832,39.730823
United States,California,Chico,-121.84845,39.758425
United States,California,Los Angeles ,-118.1919,34.110124
United States,California,Los Angeles ,-118.19193,34.110171
United States,California,Los Angeles ,-118.2131,34.073591
United States,California,Los Angeles,-118.30887,34.10151
United States,California,McKinleyville,-124.10056,40.944643
United States,California,Half Moon Bay ,-122.43737,37.46677
United States,Kentucky,Marion,-88.081353,37.334578
United States,California,Pacifica ,-122.49508,37.609415
United States,Kentucky,Midway ,-84.682308,38.149925
United States,California,Palm Springs,-116.52118,33.820251
United States,California,Palm Springs,-116.52525,33.817078
United States,Kentucky,Stearns,-84.474473,36.694321
United States,California,Oakland,-122.27459,37.801382
United States,California,Oakland,-122.25973,37.839774
United States,California,Cedarville,-120.17166,41.527832
United States,California,Alturas,-120.5422,41.483907
United States,Kentucky,Williamsburg ,-84.159267,36.741975
United States,Kentucky,Corbin ,-84.096509,36.947
United States,Kentucky,Campton ,-83.542778,37.727015
United States,Kentucky,Bowling Green,-86.438462,36.970919
United States,California,Cambria,-121.09662,35.564323
United States,California,Morro Bay,-120.84995,35.365976
United States,California,San Luis Obispo,-120.66718,35.247189
United States,Kentucky,Pikeville,-82.544326,37.485971
United States,California,Oakland,-122.20992,37.826522
United States,Kentucky,Versailles,-84.733856,38.050275
United States,California,East Palo Alto,-122.13255,37.469415
United States,Illinois,Rockford,-89.08098,42.262526
United States,Kentucky,London ,-84.096167,37.135019
United States,Kentucky,Louisville,-85.646194,38.251785
United States,Kentucky,Louisville,-85.733398,38.251583
United States,California,San Jose,-121.8193,37.296867
United States,California,Campbell,-121.95435,37.280232
United States,California,Santa Clara,-121.96793,37.364613
United States,California,Sunnyvale,-122.02632,37.385784
United States,California,San Jose,-121.8193,37.296867
United States,California,Palo Alto,-122.13255,37.46778
United States,Kentucky,Benton,-88.378744,36.842165
United States,Florida,Delray Beach,-80.071595,26.462365
United States,Kentucky,Jeffersontown,-85.562797,38.19521
United States,California,San Francisco,-122.39352,37.795162
United States,California,San Francisco,-122.41988,37.755373
United States,California,Beverly Hills ,-118.39874,34.073685
United States,Kentucky,Frenchburg,-83.62783,37.951788
United States,Florida,DeFuniak Springs,-86.1137,30.720266
United States,California,San Diego,-117.17056,32.785209
United States,California,San Diego,-117.10152,32.747817
United States,California,Watsonville,-121.75536,36.910275
United States,New York,Medina,-78.388368,43.220102
United States,California,Lancaster,-118.14251,34.69773
United States,Virginia,Charlottesville,-78.445556,38.126837
United States,New York,Buffalo,-78.877625,42.923862
United States,New Jersey,Jersey City,-74.042428,40.719659
United States,Tennessee,Memphis,-90.06008,35.132038
United States,Massachusetts,Brookline,-71.123782,42.34219
United States,Nevada,Carson City,-119.76816,39.162841
United States,North Carolina,Charlotte,-80.860801,35.20911
United States,Kansas,Overbrook,-95.556782,38.777419
United States,Wisconsin,Madison,-89.470022,43.076385
United States,California,Lompoc,-120.46622,34.700679
United States,New Mexico,Silver City,-108.24248,32.787733
United States,California,Los Angeles ,-118.26015,34.117828
United States,California,Los Angeles ,-118.25679,34.005326
United States,California,Los Angeles ,-118.33542,34.008706
United States,California,Los Angeles ,-118.25827,34.076409
United States,California,Los Angeles ,-118.32819,34.099639
United States,Arizona,Cornville,-111.90859,34.739119
United States,Washington,College Place,-118.37784,46.041708
United States,North Carolina,Wanchese,-75.645391,35.854615
United States,North Carolina,Cullowhee ,-83.18569,35.301188
United States,Georgia,Douglasville,-84.750061,33.749649
United States,Texas,Humble,-95.269976,29.93294
United States,Ohio,North Canton,-81.409572,40.892548
United States,Pennsylvania,Kennett Square,-75.705331,39.842787
United States,Michigan,Westland,-83.380778,42.319173
United States,Georgia,Hephzibah,-82.11834,33.387808
United States,Texas,Houston,-95.477537,29.676944
United States,Oregon,Portland,-122.6928,45.477581
United States,Puerto Rico,Carolina,-66.011273,18.431395
United States,Florida,Miami,-80.212735,25.747026
United States,Indiana,Martinsville,-86.420904,39.422141
United States,North Carolina,Greensboro,-79.828293,36.069019
United States,Michigan,Ludington,-86.447744,43.955713
United States,Massachusetts,Weymouth,-70.941897,42.181987
United States,Indiana,Dillsboro,-85.059414,39.018037
United States,New York,Binghamton,-75.904648,42.129759
United States,Hawaii,Kamuela,-155.66266,20.017794
United States,Indiana,Batesville ,-85.221859,39.298852
United States,West Virginia,Hurricane,-81.995042,38.440335
United States,Vermont,South Hero,-73.323048,44.661841
United States,North Carolina,Carrboro,-79.077607,35.910781
United States,Indiana,Richmond,-84.900398,39.825813
United States,Massachusetts,Westfield ,-72.751662,42.119742
United States,Texas,Atascocita,-95.194557,29.975941
United States,Texas,Atascocita,-95.188057,29.957574
United States,Louisiana,Baton Rouge,-91.185787,30.45195
United States,Oregon,Albany,-123.17882,44.63664
United States,Wisconsin,Jackson,-88.171891,43.309792
United States,Nebraska,McCook,-100.63187,40.199476
United States,New Hampshire,Gilmanton,-71.332318,43.425347
United States,Minnesota,Hendricks,-96.426422,44.508647
United States,Michigan,Mount Pleasant,-84.780178,43.607074
United States,Michigan,Mount Pleasant,-84.776052,43.604433
United States,Colorado,Greeley,-104.6891,40.424001
United States,Colorado,Fort Collins,-105.08019,40.586073
United States,Florida,Cape Coral,-81.954459,26.564457
United States,New York,Queens,-73.773482,40.7308
United States,Illinois,O'Fallon,-89.908925,38.591615
United States,Washington,Vancouver,-122.49377,45.615372
United States,Pennsylvania,Philadelphia,-75.170843,39.950045
United States,Massachusetts,East Boston,-71.039467,42.374945
United States,Pennsylvania,Philadelphia,-75.163171,39.929934
United States,Pennsylvania,Philadelphia,-75.194883,39.953276
United States,Pennsylvania,Philadelphia,-75.156213,39.94994
United States,Pennsylvania,Philadelphia,-75.196253,40.046156
United States,Pennsylvania,Philadelphia,-75.221221,40.037308
United States,Pennsylvania,Ambler,-75.225298,40.153501
United States,Pennsylvania,Philadelphia,-75.196931,40.06776
United States,Pennsylvania,Bryn Mawr,-75.317067,40.021168
United States,Pennsylvania,Philadelphia,-75.170836,39.950039
United States,Pennsylvania,Swarthmore,-75.348771,39.901671
United States,Pennsylvania,Media,-75.385551,39.917838
United States,Illinois,Woodstock,-88.435654,42.310266
United States,Pennsylvania,Philadelphia,-75.151276,39.927056
United States,Illinois,Chicago,-87.633865,41.915854
United States,Illinois,Chicago,-87.650439,41.880039
United States,Delaware,Bethany Beach,-75.056515,38.538397
United States,Kansas,Lawrence,-95.23448,38.96859
United States,Kansas,Lawrence,-95.235986,38.963018
United States,Colorado,Littleton ,-105.09573,39.611904
United States,Colorado,Highlands Ranch ,-104.99968,39.547023
United States,Indiana,Bloomington,-86.559788,39.138753
United States,New York,Aurora,-76.699995,42.744684
United States,Indiana,Crawfordsville,-86.903732,40.040652
United States,Indiana,Crawfordsville,-86.896007,40.04604
United States,Missouri,Edina,-92.172403,40.167824
United States,Missouri,Steelville,-91.358368,37.967138
United States,Missouri,Church Street,-91.359291,37.966076
United States,Ohio,Oxford,-84.741544,39.510915
United States,Louisiana,New Orleans,-89.975013,30.030672
United States,Washington,Seattle ,-122.3845,47.667512
United States,Washington,Seattle ,-122.29575,47.612616
United States,Washington,Seattle ,-122.33335,47.663924
United States,Ohio,Whitehall,-82.875408,39.97423
United States,Ohio,Cleveland,-81.690301,41.479328
United States,Ohio,Mansfield,-82.523336,40.766123
United States,California,Los Angele,-118.37983,34.044973
United States,California,Culver City,-118.39464,34.024936
United States,Wisconsin,Kenosha,-87.819945,42.587205
United States,Wisconsin,Kenosha,-87.819183,42.584009
United States,Idaho,Gooding,-114.71252,42.932194
United States,Iowa,Davenport,-90.582083,41.519748
United States,Utah,Herriman,-112.01503,40.515537
United States,Illinois,Springfield ,-89.650662,39.800581
United States,Michigan,Menominee,-87.604562,45.107233
United States,Wisconsin,Marinette ,-87.628231,45.098174
United States,Rhode Island,Newport,-71.305831,41.483658
United States,Rhode Island,Newport,-71.304641,41.509139
United States,Ohio,Celina,-84.582827,40.549633
United States,Michigan,Belleville,-83.482812,42.201917
United States,Rhode Island,Warwick,-71.444335,41.649602
United States,Rhode Island,Tiverton,-71.150045,41.622867
United States,Texas,Washington,-96.403458,30.2145775
United States,Rhode Island,Westerly,-71.83172,41.375089
United States,Wisconsin,Kenosha,-87.819902,42.587189
United States,Georgia,Monticello,-83.683495,33.304642
United States,Wisconsin,Madison,-89.362808,43.128145
United States,Minnesota,Pine City,-92.970689,45.832364
United States,Iowa,Grinnell,-92.724057,41.743189
United States,Indiana,Spencer,-86.769484,39.286121
United States,Illinois,Woodstock,-88.435654,42.310266
United States,Illinois,Woodstock,-88.435654,42.310266
United States,Indiana,Cumberland,-85.961539,39.77586
United States,Indiana,Greenfield,-85.75624,39.791832
United States,Arizona,Payson,-111.3276,34.229808
United States,Arkansas,Ashdown,-94.1176,33.661403
United States,Arkansas,Wynne,-90.786483,35.223532
United States,Arkansas,Stuttgart ,-91.55237,34.49802
United States,Arkansas,Springdale ,-94.11845,36.18745
United States,Arkansas,Conway,-92.41257,35.077695
United States,Arkansas,Siloam Springs ,-94.541074,36.181621
United States,Arkansas,Paragould,-90.486623,36.05557
United States,Arkansas,Conway,-92.440867,35.088507
United States,Arkansas,Bentonville ,-94.208458,36.372637
United States,Arkansas,Gravette,-94.446383,36.419093
United States,Arkansas,Fordyce,-92.41424,33.812858
United States,Indiana,Indianapolis,-86.192041,39.806671
United States,Arkansas,Rogers,-94.116,36.332762
United States,Ohio,Bellaire,-80.74212,40.014375
United States,Ohio,St. Clairsville ,-80.865892,40.069884
United States,Massachusetts,East Boston,-71.076514,42.3313532
United States,Wisconsin,Barron,-91.844351,45.402192
United States,Pennsylvania,Spring Run,-77.766771,40.151488
United States,Michigan,St. Clair Shores,-82.932268,42.6958071
United States,Virginia,Williamsburg,-76.706717,37.269293
United States,Kansas,Shawnee,-94.805322,39.017779
United States,Kansas,Shawnee,-94.805322,39.017779
United States,Indiana,New Palestine,-85.91723,39.726276
United States,Arizona,Main Street,-111.1103,33.285146
United States,Ohio,Seven Hills,-81.684217,41.369164
United States,Ohio,North Canton,-81.417769,40.875871
United States,Ohio,Canton,-81.374888,40.80065
United States,Kansas,Clay Center,-97.126471,39.376936
United States,Ohio,West Union,-83.546357,38.795296
United States,Kansas,Galena,-94.635517,37.075194
United States,Arkansas,Tontitown,-94.232501,36.175764
United States,Idaho,Athol,-116.7079,47.944594
United States,California,Running Springs,-117.10491,34.206855
United States,Missouri,Webb City,-94.462592,37.140206
United States,Wisconsin,Milwaukee,-87.939701,43.061843
United States,Wisconsin,Milwaukee,-87.944924,43.025865
United States,New York,Pleasantville,-73.793652,41.135051
United States,Pennsylvania,Brownsville,-79.977907,40.041867
United States,Missouri,DeSoto,-90.552205,38.143674
United States,New Jersey,Metuchen,-74.363008,40.541112
United States,Ohio,Washington Court House,-83.427938,39.53886
United States,Arizona,Gilbert,-111.79094,33.354527
United States,Illinois,Pontiac,-88.629562,40.880177
United States,New Jersey,Morristown,-74.448694,40.796595
United States,Texas,San Antonio,-98.59179,29.418102
United States,Massachusetts,Lexington,-71.235394,42.444009
United States,Texas,New Braunfels,-98.115109,29.699301
United States,Arizona,Tucson,-110.94208,32.285766
United States,Georgia,Atlanta,-84.376724,33.725504
United States,Georgia,Atlanta,-84.364611,33.772425
United States,Georgia,Atlanta,-84.354177,33.782208
United States,Arizona,Pinetop-Lakeside ,-109.97074,34.146798
United States,Wisconsin,Wauwatosa,-88.008791,43.048733
United States,Kansas,Paola ,-94.878291,38.572307
United States,Texas,San Antonio,-98.525142,29.472403
United States,Texas,San Antonio,-98.525142,29.472403
United States,Texas,San Antonio,-98.525142,29.472403
United States,Texas,San Antonio,-98.525142,29.472403
United States,Texas,San Antonio,-98.525142,29.472403
United States,Texas,San Antonio,-98.525142,29.472403
United States,Minnesota,St.James,-94.614044,43.9784291
United States,Pennsylvania,Philadelphia ,-75.220985,40.025446
United States,Indiana,Russiaville,-86.270804,40.419151
United States,Pennsylvania,Pittsburgh,-79.86111,40.425019
United States,Pennsylvania,Birdsboro,-75.810113,40.262329
United States,Idaho,Caldwell,-116.68885,43.666163
United States,Indiana,Brookville,-85.012083,39.412804
United States,Delaware,Lewes,-75.147503,38.772404
United States,Minnesota,North Branch,-92.982014,45.510887
United States,South Carolina,Bamberg ,-81.031222,33.300136
United States,South Dakota,Burke,-99.299066,43.185042
United States,Oregon,Stayton ,-122.79192,44.796453
United States,Colorado,Colorado Springs,-104.70238,39.014791
United States,Colorado,Colorado Springs ,-104.69826,39.013991
United States,Colorado,Colorado Springs,-104.70169,39.029861
United States,Indiana,Lafayette,-86.891858,40.418803
United States,Texas,Austin,-97.741448,30.387094
United States,Texas,Round Rock,-97.688209,30.557966
United States,Hawaii,Lihue,-159.39557,21.965378
United States,Oklahoma,Wagoner ,-95.379596,35.963528
United States,Utah,Ogden,-111.97327,41.220677
United States,Illinois,Batavia,-88.306027,41.851028
United States,Oregon,Portland,-122.65725,45.514708
United States,California,Yucaipa,-117.04491,34.032512
United States,California,Salinas,-121.65603,36.675383
United States,New York,Newburgh,-74.011014,41.49981
United States,Kentucky,Ft. Thomas,-84.444349,39.06822
United States,New Jersey,South Orange,-74.248205,40.7881258
United States,Michigan,Northville,-83.483407,42.42637
United States,Michigan,Harrison,-84.800573,44.019859
United States,Massachusetts,Scituate,-70.769256,42.19847
United States,Pennsylvania,Honesdale ,-75.251698,41.566626
United States,Pennsylvania,Titusville,-79.701982,41.636919
United States,Oregon,Portland,-122.67104,45.496936
United States,Vermont,Grand Isle,-73.294874,44.7968758
United States,Indiana,Frankton,-85.779261,40.222745
United States,Ohio,Richfield,-81.600093,41.244993
United States,South Carolina,Camden,-80.606634,34.243195
United States,Nevada,Sparks,-119.75339,39.544248
United States,Connecticut,West Haven,-72.949946,41.271879
United States,Kentucky,Mt.Washington,-85.695776,37.9700281
United States,California,Placerville,-120.82185,38.731615
United States,California,South Lake Tahoe ,-119.98204,38.927079
United States,California,El Dorado Hills,-121.06429,38.651318
United States,California,Cameron Park,-120.97361,38.657829
United States,California,Lakeport,-122.91387,39.043583
United States,California,Finley,-122.87531,38.992994
United States,Missouri,Albany,-94.333605,40.247729
United States,New Mexico,Albuquerque,-106.64902,35.075615
United States,Texas,Katy,-95.775167,29.761952
United States,California,Garden Valley,-120.87815,38.840227
United States,Hawaii,Hana,-155.98694,20.750751
United States,New Jersey,Jersey City,-74.044847,40.72781
United States,North Carolina,Wilmington,-77.860425,34.20895
United States,Indiana,Elkhart,-85.970818,41.687093
United States,Connecticut,South Windsor,-72.55179,41.842841
United States,North Carolina,Fuquay-Varina,-78.800147,35.585512
United States,Washington,Seattle,-122.35812,47.518781
United States,Texas,Missorui City,-95.543858,29.533266
United States,Wisconsin,Algoma ,-87.435983,44.607438
United States,Nevada,Pahrump ,-115.9979,36.205326
United States,Michigan,New Era,-86.347156,43.559633
United States,Virginia,Rocky Mount,-79.888073,36.994866
United States,Illinois,Chicago ,-87.629595,41.781896
United States,Illinois,Crystal Lake,-88.335331,42.232554
United States,Illinois,Carbondale,-89.193194,37.730073
United States,Illinois,Carbondale,-89.247353,37.731906
United States,Massachusetts,Salem,-70.894541,42.520767
United States,Indiana,South Bend ,-86.26681,41.657676
United States,Maryland,Reisterstown,-76.8297,39.465227
United States,Texas,Austin,-97.703135,30.300107
United States,Washington,Pullman,-117.17404,46.729751
United States,Illinois,Rock Island,-90.576384,41.51278
United States,Virginia,Downtown Roanoke Inc.,-79.939064,37.271606
United States,Indiana,Madison ,-85.382985,38.737406
United States,Oregon,Portland,-122.56801,45.551352
United States,Tennessee,Murfreesboro,-86.392158,35.845982
United States,Oregon,Astoria,-123.83015,46.188719
United States,Maine,Berwick,-70.86243,43.269956
United States,Iowa,Des Moines,-93.68471,41.612479
United States,Illinois,Evanston,-87.686152,42.05062
United States,Indiana,New Harmony,-87.936384,38.12899
United States,New Jersey,Netcong,-74.707004,40.897787
United States,Texas,Clarksville City ,-94.8938,32.528217
United States,Oregon,Forest Grove,-123.11204,45.520653
United States,Oregon,Cornelius,-123.05516,45.521314
United States,Kansas,Pittsburg,-94.703397,37.418249
United States,Colorado,Nederland ,-105.50892,39.962418
United States,Texas,Austin,-97.747306,30.26766
United States,Texas,Austin,-97.807494,30.230977
United States,California,Santa Rosa ,-122.75197,38.495737
United States,California,Guerneville ,-122.99878,38.503197
United States,Illinois,Cobden,-89.254353,37.533392
United States,Puerto Rico,Humacao,-65.797119,18.088831
United States,Texas,Denton,-97.136334,33.213317
United States,California,El Cajon,-116.96048,32.801659
United States,Florida,Ocala,-82.257895,29.106489
United States,Missouri,Cape Girardeau,-89.519952,37.302782
United States,Georgia,Atlanta ,-84.356113,33.793194
United States,Illinois,Lincoln,-89.385624,40.154175
United States,Idaho,Troy,-116.77598,46.736826
United States,Illinois,Chicago,-87.705713,41.883908
United States,Oregon,Seaside,-123.91986,45.993667
United States,Nevada,Fernley,-119.24733,39.594402
United States,Indiana,Covington ,-87.39709,40.137063
United States,Ohio,Pickerington,-82.754075,39.886046
United States,Indiana,St. John,-87.468144,41.444077
United States,California,Santa Paula,-119.08404,34.342681
United States,Arkansas,Little Rock,-92.556803,34.776925
United States,Arkansas,Texarkana ,-94.029739,33.430713
United States,Arkansas,Fort Smith ,-94.80361,35.534732
United States,Illinois,Lanark,-89.832636,42.102271
United States,Missouri,St Louis,-90.218914,38.674084
United States,Oregon,Albany,-123.10609,44.635052
United States,Oregon,Corvallis,-123.25824,44.564828
United States,Arkansas,Marshall,-92.632893,35.911945
United States,Washington,Tenino,-122.86037,46.853829
United States,Texas,Harlingen,-97.694079,26.189375
United States,Florida,Naples,-81.698398,26.045266
United States,Massachusetts,Easthampton,-72.669332,42.265213
United States,Illinois,Oswego,-88.351584,41.684774
United States,Nebraska,Seward,-97.098509,40.907721
United States,Indiana,Indianapolis,-86.171313,39.767371
United States,Ohio,Cincinnati,-84.442416,39.139569
United States,Rhode Island,Warren,-71.28193,41.725289
United States,Rhode Island,North Scituate,-71.579083,41.848902
United States,Wyoming,Newcastle,-104.18498,43.849469
United States,Rhode Island,East Providence,-71.37757,41.818333
United States,Rhode Island,Providence ,-71.356584,41.799956
United States,Iowa,Marion,-91.580645,42.044309
United States,Illinois,Frankfort,-87.867562,41.488007
United States,Ohio,Port Clinton ,-82.941236,41.512209
United States,Indiana,Indianapolis,-86.258818,39.849755
United States,Rhode Island,Newport,-71.304555,41.509123
United States,Rhode Island,Newport,-71.30979,41.509894
United States,Indiana,Covington ,-87.39697,40.13712
United States,Tennessee,Martin,-88.850455,36.3430031
United States,Wisconsin,Kenosha,-87.820499,42.587876
United States,North Carolina,Boone,-81.6931234,36.2198305
United States,North Carolina,Boone,-81.6887158,36.2204478
United States,North Carolina,Chapel Hill,-79.026717,35.927587
United States,Minnesota,Richfield,-93.266024,44.8883623
United States,Minnesota,Richfield,-93.278795,44.876064
United States,Connecticut,Danbury,-73.4487846,41.3961518
United States,Kentucky,Louisville,-85.746515,38.2460179
United States,Washington,Duvall,-121.98641,47.744679
United States,Oregon,Hood River,-121.515977,45.70978
United States,Rhode Island,Smithfield,-71.505011,41.901787
United States,Florida,Estero,-81.8156127,26.434777
United States,Washington,Gig Harbor ,-122.58127,47.330952
United States,Georgia,Lilburn,-84.081093,33.859588
United States,Maryland,Oakland,-79.409554,39.408747
United States,California,Walnut Creek,-122.04047,37.902666
United States,California,Orinda ,-122.17454,37.882764
United States,Delaware,Lewes,-75.1747,38.7381
United States,Delaware,Lewes,-75.150657,38.746394
United States,Delaware,Lewes,-75.1435337,38.7700964
United States,Michigan,Battle Creek,-85.18515,42.32009
United States,Michigan,St. Louis,-84.608462,43.410742
United States,Texas,Houston,-95.368292,29.6467189
United States,Louisiana,Olde Towne Slidell,-89.780754,30.275994
United States,Indiana,Bloomington,-86.539649,39.149906
United States,California,Novato ,-122.57874,38.107536
United States,California,Fairfax,-122.5905814,37.9853196
United States,California,Boyes Hot Springs ,-122.48205,38.31433
United States,California,Santa Rosa ,-122.68939,38.434379
United States,California,Petaluma,-122.6302082,38.2420797
United States,California,Petaluma ,-122.63679,38.231796
United States,California,Petaluma ,-122.63089,38.252337
United States,California,Cotati ,-122.70729,38.326544
United States,California,Rohnert Park ,-122.70394,38.349284
United States,New York,Troy,-73.6916048,42.7316427
United States,Texas,Dallas,-96.7034198,32.8248108
United States,Texas,Dallas,-96.751083,32.835725
United States,Illinois,Huntley,-88.424435,42.168577
United States,Kansas,Galena,-94.640914,37.074792
United States,Virginia,Arlington,-77.0840474,38.8897553
United States,Arkansas,Siloam Springs,-94.5408272,36.1828276
United States,Oregon,Corvallis,-123.3133643,44.5682522
United States,California,Santa Rosa,-122.728721,38.430669
United States,Oregon,Cottage Grove,-123.06096,43.7972757
United States,Illinois,Riverside,-87.820102,41.8277856
United States,Missouri,Columbia,-92.364624,38.958293
United States,Texas,Fulshear ,-95.888475,29.690226
United States,Illinois,Bloomington,-88.994107,40.480014
United States,Virginia,Henrico,-77.405887,37.5380571
United States,Georgia,Cave Spring,-85.3086334,34.1332366
United States,Iowa,Decorah,-91.78475,43.301618
United States,Ohio,New Albany,-82.798908,40.083073
United States,Ohio,New Albany,-82.798908,40.083073
United States,Virginia,Arlington,-77.1143336,38.8812448
United States,Vermont,Brattleboro,-72.5778415,44.5588028
United States,District of Columbia,Washington,-77.0327462,38.9302925
United States,Indiana,Chesterton,-87.0344715,41.5862951
United States,District of Columbia,Washington,-77.0505776,38.9004805
United States,District of Columbia,Washington,-76.9883903,38.9007086
United States,District of Columbia,Silver Spring,-77.0245554,38.9974686
United States,Florida,Gainesville,-82.3284448,29.6613472
United States,District of Columbia,Washington,-76.994985,38.9323776
United States,Virginia,Fairfax,-77.2307258,38.8714011
United States,District of Columbia,Washington,-77.0190138,38.9013863
United States,Virginia,Oakton,-77.3013443,38.880203
United States,District of Columbia,DC 20004,-77.0251511,38.8974361
United States,Virginia,Reston,-77.3581045,38.9242303
United States,California,Stockton,-121.2880497,37.9508283
United States,District of Columbia,Washington,-77.045201,38.9112925
United States,Michigan,Hale,-83.804474,44.380388
United States,Vermont,West Townshend,-72.7118174,43.0841926
United States,Minnesota,Minneapolis,-93.2374381,45.0199925
United States,Illinois,Galesburg,-90.3653431,40.9463203
United States,Oregon,Clatskanie,-123.2020058,46.1053955
United States,California,Sonora,-120.33807,37.974304
United States,Rhode Island,Exeter,-71.5202252,41.5695166
United States,Iowa,Clarion,-93.7321638,42.7320629
United States,Michigan,Dimondale,-84.647388,42.646201
United States,Indiana,Floyds Knobs,-85.896109,38.315002
United States,Texas,Dallas,-96.8117815,32.6845583
United States,Georgia,Augusta,-82.0517523,33.4300318
United States,Ohio,Columbus,-83.078781,39.954491
United States,Virginia,Heathsville,-76.473204,37.916391
United States,Delaware,Wilmington,-75.5584068,39.749856
United States,Massachusetts,Somerville,-71.0968209,42.3801291
United States,Michigan,Lincoln Park,-83.175189,42.251657
United States,Illinois,Liberytville ,-87.954744,42.287242
United States,Colorado,Durango,-107.88275,37.273063
United States,Maryland,Greenbelt,-76.877296,39.001146
United States,Wisconsin,Beloit,-89.0357147,42.5000366
United States,Minnesota,Walnut Grove,-95.4718667,44.2250891
United States,Washington,Enumclaw,-121.98701,47.2032716
United States,Minnesota,Springfield,-94.971343,44.2352899
United States,Minnesota,Lamberton,-95.2738752,44.2317956
United States,Minnesota,Redwood Falls,-95.1176726,44.5411431
United States,Pennsylvania,Honesdale,-75.2577046,41.575017
United States,North Carolina,Holly Springs,-78.83619,35.650573
United States,Illinois,Streator,-88.8341998,41.1219938
United States,Wisconsin,Cadott,-91.1466753,44.9536963
United States,Georgia,Rome,-85.146657,34.264488
United States,Missouri,Warrensburg,-93.7430397,38.7650818
United States,Iowa,St Ansgar,-92.9228267,43.3795309
United States,Michigan,Evart,-85.2580971,43.9005752
United States,Indiana,Pendleton ,-85.744734,40.005635
United States,North Carolina,Matthews,-80.7215283,35.116444
United States,Pennsylvania,Johnstown,-78.9174646,40.3251584
United States,New Jersey,Jersey City,-74.0431168,40.7449895
United States,Washington,Woodland,-122.7470308,45.9009396
United States,New Jersey,Asbury Park,-74.0074815,40.2162344
United States,New Jersey,Morristown,-74.4771069,40.806209
United States,New Jersey,Morris Township,-74.4457962,40.7802559
United States,Texas,Hutto,-97.5367532,30.545145
United States,Michigan,Grand Rapids,-85.6442779,42.9407523
United States,Louisiana,Alexandria ,-92.466488,31.294467
United States,Pennsylvania,Hollidaysburg,-78.394591,40.429065
United States,Iowa,Charles City,-92.6776165,43.068022
United States,Iowa,Clear Lake,-93.3896833,43.1398644
United States,Arizona,Phoenix,-112.067838,33.456252
United States,Iowa,Forest City,-93.6375741,43.2630045
United States,Iowa,Hampton,-93.210793,42.7419894
United States,Iowa,Kanawha,-93.7932104,42.9386978
United States,Iowa,Algona,-94.2369,43.0676848
United States,Iowa,Mason City,-93.2010759,43.1527006
United States,Iowa,Osage,-92.8109675,43.2832707
United States,Iowa,Riceville,-92.5563761,43.3636485
United States,Michigan,Belding,-85.2266911,43.0976237
United States,Missouri,Kansas City,-94.5928759,39.0113037
United States,Tennessee,Jonesborough,-82.4729488,36.2939915
United States,Tennessee,Jonesborough,-82.4720392,36.2953029
United States,New York,Canton,-75.1689911,44.5953267
United States,Tennessee,Jonesborough,-82.4720392,36.2953029
United States,Pennsylvania,Sharon,-80.5115015,41.2290598
United States,Louisiana,New Orleans,-90.0564973,29.9522737
United States,Michigan,Dexter,-83.8842035,42.3452962
United States,North Carolina,Davidson,-80.848974,35.498622
United States,Ohio,Madeira,-84.3633011,39.1881223
United States,Ohio,Columbus,-83.016898,40.034158
United States,Ohio,Upper Arlington,-83.0652906,40.0137142
United States,Ohio,Bexley,-82.9357373,39.9571296
United States,Iowa,Bettendorf,-90.5007298,41.5519516
United States,West Virginia,Keyser,-78.9947996,39.4402422
United States,Arizona,Prescott ,-112.4828,34.557395
United States,Pennsylvania,Canonsburg,-73.989308,40.741895
United States,New York,New York,-74.000805,40.746359
United States,Ohio,Findlay,-83.6522985,41.0395869
United States,Georgia,Atlanta,-84.4037062,33.7478679
United States,Georgia,Brookhaven,-84.3346898,33.8595819
United States,New York,Park Slope,-73.983867,40.672303
United States,Ohio,Brunswick,-81.8421379,41.266481